original_index,rental_period_del,floor_del,not_lane_del,neighborhood,complex_name,city,district,address,district_del,city_del,rent,bedrooms,living-dining,bathrooms,loft,descript,sqmeters,entire_building,use_type,use_type_en,building_type,public_housing,detatched_lanehouse,attached_lanehouse,villa,type_not_listed,amenities,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven
1324,长租,整栋,,人民广场,中山大楼,上海市,黄浦区,中山南路1669弄1号,黄浦,上海,6800,1,0,1,0,"['现用户可领', '元水电抵用券', '提供周保洁', '提供酒店专用床品', '可拎包入住', '免费健身', '免费影音厅无限使用', '悦樘', '是景瑞控股旗下专注于租赁式公寓管理的平台', '致力于成为公寓领域的资产运营引领者', '理念', '专为潮流一代打造', '不甘于平淡无奇的生活', '想要逃离城市生活的压力', '就来悦樘一起住进快乐', '交通便利', '地铁', '距离4', '8号线西藏南路站600m', '距离4号线南浦大桥站500m', '公交', '18路', '45路', '66路', '66路区间等十几辆公交', '开车', '内环旁', '距离南北高架1', '9KM', '延安高架3KM', '精装全配', '健身房', '书吧', '酒店式消防', '24小时全程全方位监控', '电梯', '品质共享', '专业店长', '管家', '销售', '保洁', '保安', '维修团队为您提供看房', '签约', '入住', '维修', '退房等全程全方位贴心服务', '入住前', '退房后提供一次免费打扫服务', '前台管理', '咨询', '报修', '网络调试', '定期组织社区活动', '免费看房', '免中介费', '公区免费WIFI', '配套完善', '超市', '银行', '医院', '旅游景点等一应俱全']",35,1,住宅,residential,,0,0,0,0,1,"['WIFI', '独卫', '空调']",0,1,0,1,0,0,0,0
2395,长租,整栋,,豫园,华润外滩九里,上海市,黄浦区,中山南路460弄5号,黄浦,上海,19000,1,1,1,0,"['酒店式公寓', '提供一周一次清洁服务', '可提供布草和换洗服务', '价格另议', '5分钟步行可至地铁九号线小南门站以及老码头风情商业街', '外滩', '人民广场', '陆家嘴10分钟车程', '全屋地暖', '中央空调']",90,1,住宅,residential,,0,0,0,0,1,"['暖气', '独卫', '阳台', '浴缸', 'WIFI',  '空调']",1,1,1,1,0,1,1,0
505,长租,整栋,,南京西路,,上海市,静安区,中邦艾格美公寓,静安,上海,22000,2,1,2,0,"['需要付三押一', '租客优先', '小区对面兴业太古汇']",123,1,住宅/工作室,multi-use,,0,0,0,0,1,"['WIFI',  '空调',]",0,1,0,1,0,0,0,0
52,长租,整栋,,徐家汇,,上海市,徐汇区,乐山八九村,徐汇,上海,8000,1,1,1,0,"['看房随时', '番禺路链家地产借钥匙']",42,1,住宅,residential,老公房,1,0,0,0,0,[''],0,0,0,0,0,0,0,0
1311,长租,整栋,,徐家汇,独乐山公寓,上海市,徐汇区,乐山路75号,徐汇,上海,12500,1,0,1,0,"['全新装修', '8分钟步行到徐家汇地铁站', '5分钟到上海交通大学', '1个月起租', '看房联系Erica']",52,1,住宅,residential,,0,0,0,0,1,"['空调', '独卫', '阳台', 'WIFI']",0,1,1,1,0,0,0,0
739,长租,整栋,,陆家嘴,崂山二村,上海市,浦东区,乳山路161弄3号,浦东,上海,5200,1,1,1,0,,39,1,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '浴缸', '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,1,0,0
909,长租,整栋,,陆家嘴,崂山二村,上海市,浦东区,乳山路161弄3号,浦东,上海,8600,2,1,1,0,"['租客已经搬走啦', '随时可以入住', '欢迎涉外朋友推荐哈']",62,1,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
908,长租,整栋,,陆家嘴,乳山三村,上海市,浦东区,乳山路313号,浦东,上海,6800,1,1,1,0,['房源真实在出租欢迎涉外朋友推荐'],46,1,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
833,长租,整栋,,陆家嘴,乳山三村,上海市,浦东区,乳山路313号,浦东,上海,8200,2,1,1,0,"['随时可以入住', '随时可以看房子']",57,1,住宅,residential,新式里弄,0,0,1,0,0,"['浴缸', '空调', '独卫', '阳台']",0,1,1,0,0,1,0,0
738,长租,整栋,,陆家嘴,乳山三村,上海市,浦东区,乳山路313号,浦东,上海,8200,2,1,1,0,,68,1,住宅,residential,新式里弄,0,0,1,0,0,"['浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,1,0,0
4545,长租,整栋,,老法租界,桃源坊,上海市,徐汇区,乾门设计南昌路110弄,徐汇,上海,50000,4,2,3,0,"['乾门设计新作品', '地址南昌路110弄6号整栋', '面积250平方', '4房2厅3卫1小院子1露台', '出租50000', '月', '住家与简单办公都可接受', '全屋实木', '全屋地暖与墙暖', '软水系统', '中央空调', '看房联系李先生']",250,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['暖气', '浴缸', '户外空间', '空调']",1,1,0,0,1,1,1,0
3284,长租,整栋,,,蓝湖香颂,上海市,嘉定区,云屏路88弄35号,嘉定,上海,36000,6,3,5,0,"['龙湖地产开发的蓝湖香颂联排别墅区属于嘉定区高档别墅区', '靠近嘉定新城地铁站', '走路8分钟左右', '交通方便', '旁边有万达中信泰富商业区', '绿地商业区', '购物方便', '学校有蒙特利梭国际学校', '重点普通小学等', '离虹桥火车站', '虹桥机场仅20多分钟的车程', '三级甲等医院瑞金医院1公里左右', '生活居住优势明显', '本房源豪华装修', '全新家具', '房东一手房源', '诚邀爱干净的外籍或国内高端人士入住', '非诚勿扰']",342,1,住宅/工作室,multi-use,别墅,0,0,0,0,0,"['户外空间', '空调']",0,1,0,0,1,0,0,0
1620,长租,整栋,,碧云,维诗凯亚别墅,上海市,浦东区,云山路2000弄156号,浦东,上海,49000,4,2,4,0,"['维诗凯亚位于碧云社区', '该别墅地下室因为联通户外露台所以完全不潮湿可以住人', '地下室有一间20平米独立的阿姨房', '还有一间20平米玻璃隔断的客卧连接户外露台', '一楼客厅', '开放式厨房和餐厅', '户外露台', '二楼一间主卧和二间客卧', '一楼有地暖', '租高有个佣']",428,1,住宅,residential,别墅,0,0,0,0,0,"['暖气', '浴缸', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,1,1,0
2174,长租,整栋,,金桥,维诗凯亚,上海市,浦东区,云山路2000弄84号,浦东,上海,58000,5,2,4,0,"['房屋正气', '花园非常大']",450,1,住宅,residential,别墅,0,0,0,0,0,"['暖气', '浴缸', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,1,0,0
3413,长租,整栋,,甘泉宜川,平江小区,上海市,普陀区,交通西路108弄5号,普陀,上海,6500,2,1,1,0,"['全装修', '无家具']",71,1,住宅/工作室,multi-use,,0,0,0,0,1,,0,0,0,0,0,0,0,0
2074,长租,整栋,,中远两湾城,万业远景大厦B座,上海市,普陀区,交通路1482号,普陀,上海,12000,2,2,2,0,"['1', '实景拍摄', '紧邻地铁', '随时看房', '现代简约的室内装潢风格', '品牌家具家电', '给您带来别致的居住享受', '真正的宜居简约不简单', '2', '小区环境不错', '楼栋采光非常好', '前后均无遮挡', '周围邻居也很和善', '小区有便利店生活也是非常方便的', '3', '周边配套设施完善', '交通很是便利', '骑车几分钟就到地铁口', '步行几分钟就到菜市', '生活娱乐真是超级方便的']",100,1,住宅/工作室,multi-use,,0,0,0,0,1,"['暖气',  '空调', 'WIFI', '户外空间']",1,1,0,1,1,0,0,0
2226,长租,整栋,,仙霞,虹桥美爵酒店,上海市,长宁区,仙霞路369弄,长宁,上海,11500,1,1,1,0,"['全新装修', '随时看房签约即付佣中介费一个月']",60,1,住宅,residential,,0,0,0,0,1,"['浴缸', '户外空间',   '空调', '独卫', '阳台']",0,1,1,0,1,1,0,0
387,长租,整栋,,老法租界,余庆路180弄,上海市,徐汇区,余庆路180弄2号,徐汇,上海,24900,1,1,1,0,"['新年特惠24900元', '月', '个佣金8888', '余庆路百万豪装70平大一房带80平奢华户外', '余庆路180弄', '衡复风貌百弄', '小区环境在老小区里面属于极品', '康办斜对面', '闹中取静', '法租界超低密度区域', '真正低调奢华的顶级地段', '门口徐家汇公园和衡山公园', '现已全部完工', '随时可以入住', '位置', '余庆路180弄2号103室', '房型', '1房1厅1厨1卫70平', '80平户外', '观赏水池', '描述', '该小区位于衡复风貌百弄核心区域', '法租界超低密度区域', '市委办公室斜对面', '闹中取静', '低调奢华', '小区内部刚经过翻新', '环境优雅整洁', '该房屋位于小区深处', '内部装修豪华现代', '配置在老房子中难得一见', '用于出租更是绝无仅有', '部分爱马仕家具和饰品', '卢森最高端地板', '大金中央空调', '全屋地暖', '美诺Miele洗衣机', '烘干机', '奢华户外空间', '带观赏水池', '价格', '24900', '月', '包物业不包发票', '佣金', '100', '看房方式', '提前预约随时可以看']",70,1,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '空调', '独卫', 'WIFI']",0,1,0,1,1,0,1,0
3925,长租,整栋,,其他,顺顺物业,上海市,浦东区,佳高路1弄,浦东,上海,2800,1,1,1,0,"['酒店式公寓出租', '一共78套', '欢迎合作', '拎包入住', '乾汤国际温泉隔壁']",30,1,住宅,residential,,0,0,0,0,1,,0,0,0,0,0,0,0,0
3568,长租,整栋,,,中凯城市之光,上海市,徐汇区,兴国路372弄6号,徐汇,上海,42000,4,3,1,0,"['办公42000', '住家40000']",222,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
1871,长租,整栋,,徐汇滨江,海珀旭晖,上海市,徐汇区,凯滨158号,徐汇,上海,23275,2,1,1,0,"['属于徐汇滨江核心区位', '紧靠风景优美的黄浦江边', '毗邻绿地缤纷城', '正大乐城', '内环高架', '举步可及地铁7', '12号线龙华中路站', '周边有大型超市', '商业街', '学校', '医院等配套设施']",90,1,住宅/工作室,multi-use,,0,0,0,0,1,"['浴缸', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,1,0,0
1797,长租,整栋,,徐家汇,海珀旭晖,上海市,徐汇区,凯滨路156号,徐汇,上海,23000,2,1,1,0,"['徐汇绿地铂瑞服务式公寓属徐汇滨江核心区位', '坐落于上海CBD繁华商业中心', '紧靠风景优美的黄浦江边', '毗邻绿地缤纷城', '正大乐城', '内环高架', '举步可及地铁7号线', '12号线龙华中路站', '周边有大型超市', '商业街', '学校', '医院等配套设施一应俱全', '一周两次打扫']",90,1,住宅/工作室,multi-use,,0,0,0,0,1,"['浴缸', '户外空间',   '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,1,0,0
136,长租,整栋,,北京西路,爱文坊,上海市,静安区,北京西路1320弄12号,静安,上海,7500,1,1,1,0,"['地段好', '干净整洁', '一楼带阳光房', '拎包入住']",45,1,住宅,residential,新式里弄,0,0,1,0,0,"['独卫', '空调', '户外空间', '暖气']",1,1,0,0,1,0,0,0
3397,长租,整栋,,,平和里,上海市,黄浦区,北京西路239弄22号,黄浦,上海,8000,1,1,1,0,"['交通方便', '靠近人民广场1', '2', '8号线', '靠近新闸路地铁站', '公交众多', '靠近黄河路', '生活设施齐全', '周边配套便利', '房屋干净', '独卫独厨', '电梯房', '楼层好', '适合居家', '就近上班']",62,1,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
1922,长租,整栋,,人民广场,来福士广场,上海市,黄浦区,北海路267弄9号,黄浦,上海,3800,1,1,1,0,"['出租', '来福士人民广场地铁站精装房地址', '北海路267弄9号201室房型', '一加一卧室一厅一卫面积', '38平价格', '4200', '月', '想居出品']",30,1,住宅,residential,新式里弄,0,0,1,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
3643,长租,整栋,,,标准花园洋房,上海市,徐汇区,华亭路31弄5号,徐汇,上海,105000,6,2,3,0,"['上海徐汇区', '华亭路', '链接着长乐路', '延庆路以及淮海中路', '是一条闹中取静', '悠闲自在的风情街道', '本幢位于弄堂的东南方位', '外墙为灰黄相间的水泥拉毛墙面', '独门大院有主副楼组成', '房屋北面造型颇具西班牙式风格', '主楼南立面线条曲直流畅奔放', '带有浓郁法兰西气息', '建筑上部采用低坡屋顶', '门廊和窗呈长方形或拱型', '二楼带有外阳台', '三楼有大露台']",300,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['浴缸', '户外空间']",0,0,0,0,1,1,0,0
19,长租,整栋,,老法租界,华亭路,上海市,徐汇区,华亭路93弄,徐汇,上海,110000,6,2,4,0,"['房屋位于华亭路', '淮海中路', '面积350平', '花园100平', '可停3部车', '适合', '办公', '私人接待等', '看房方便']",350,1,住宅,residential,老洋房,0,1,0,0,0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台']",1,1,1,0,1,1,0,0
2837,长租,整栋,,川沙,象屿鼎城,上海市,浦东区,华夏二路728弄1号,浦东,上海,28000,4,3,5,0,"['出自海外背景设计师之手', '豪华装修', '适合高端客户自住', '办公', '接待等']",250,1,住宅/工作室,multi-use,别墅,0,0,0,0,0,"['浴缸', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,1,0,0
817,长租,整栋,,其他,华山路,上海市,长宁区,华山路1100弄,长宁,上海,13000,1,1,1,1,['华山路底楼复式可工作室或居家看房提前约'],70,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['独卫', '户外空间', '暖气', 'WIFI']",1,0,0,1,1,0,0,0
2717,长租,整栋,,静安寺,大胜胡同,上海市,静安区,华山路229弄35号,静安,上海,29800,3,2,2,0,"['从一楼后门进', '独门独户', '戴露台10平米']",180,1,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['暖气', '浴缸', '独卫', '阳台', 'WIFI', '户外空间', '空调']",1,1,1,1,1,1,0,0
2031,长租,整栋,,老法租界,,上海市,徐汇区,华山路847号,徐汇,上海,8500,1,0,1,0,"['华山路底楼小独栋', '带公共大花园', '看房提前约']",30,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['户外空间', '独卫', '空调']",0,1,0,0,1,0,0,0
2067,长租,整栋,,老法租界,,上海市,徐汇区,华山路847弄1号,徐汇,上海,8500,1,0,1,0,"['华山路大一房带300平米大花园', '靠近1', '7号常熟路地铁站', '看房随时']",20,1,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['户外空间',  '空调', '独卫']",0,1,0,0,1,0,0,0
1672,长租,整栋,,华漕,林茵湖畔园东区,上海市,闵行区,华漕镇金丰路55号,闵行,上海,33000,4,2,4,0,"['西郊林茵湖畔', '物业位于金丰路55号东区', '4', '2', '4', '面积307平', '报价33k', '看房方便']",310,1,住宅,residential,别墅,0,0,0,0,0,"['暖气', '户外空间', '阳台']",1,0,1,0,1,0,0,0
3020,长租,整栋,,中山公园,,上海市,长宁区,华阳路路172弄10号,长宁,上海,6500,1,1,1,0,"['位于中山公园附近', '距离江苏路地铁站400米不到', '一房一厅', '所有照片实图拍摄', '已空关', '看房随时']",48,1,住宅,residential,老公房,1,0,0,0,0,"['空调', '阳台', '独卫']",0,1,1,0,0,0,0,0
1498,长租,整栋,,老法租界,安乐坊,上海市,徐汇区,南京西路1129弄,徐汇,上海,38000,4,2,3,0,['看房提前一天预约'],200,1,住宅,residential,老洋房,0,1,0,0,0,"['浴缸', '暖气', '空调', '独卫', '户外空间', '阳台']",1,1,1,0,1,1,0,0
493,长租,整栋,,南京西路,润康邨,上海市,静安区,南京西路591弄,静安,上海,3500,1,0,1,0,,15,1,住宅,residential,老洋房,0,1,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
506,长租,整栋,,南京西路,润康邨,上海市,静安区,南京西路591弄,静安,上海,6600,1,0,1,0,"['仲益大厦对面', '南京西路商圈', '地铁2', '12', '13号线', '出行便利']",45,1,住宅,residential,老洋房,0,1,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
4163,长租,整栋,,其他,九九别墅,上海市,浦东区,南六公路99弄,浦东,上海,21000,4,2,4,0,"['房屋无家具', '房客自配家具', '可长租', '离迪士尼', '浦东机场较近', '交通', '地铁16号线野生动物园站', '门口有公交站', '附近有欧尚超市', '菜场']",447,1,住宅,residential,别墅,0,0,0,0,0,"['浴缸', '户外空间',   '空调']",0,1,0,0,1,1,0,0
2592,长租,整栋,,淮海中路,,上海市,黄浦区,南昌路102弄5号,黄浦,上海,80000,8,2,4,0,"['南昌路102弄', '本案位于小区中心位置', '闹中取静', '整幢产权房', '有天有地', '房子是一开间半的格局', '产证面积240平', '使用面积约300', '附带50平的露台', '采光好', '视野无遮挡', '业主有意出租', '居家', '办公皆可', '租金暂定8万', '月', '装修', '定制装修']",300,1,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['暖气', '浴缸', '户外空间',  '空调', '独卫', '阳台']",1,1,1,0,1,1,0,0
1608,长租,整栋,,人民广场,南昌路110弄125号,上海市,黄浦区,南昌路108号,黄浦,上海,46000,4,2,3,0,"['看房请提前预约注', '房屋在翻新中', '小区目前在外立面大修', '现状一般']",240,1,住宅,residential,老洋房,0,1,0,0,0,"['浴缸', '暖气', '户外空间',  '空调', '独卫', 'WIFI']",1,1,0,1,1,1,0,0
966,长租,整栋,,老法租界,上海别墅,上海市,徐汇区,南昌路110弄6号,徐汇,上海,45000,4,2,3,0,,250,1,住宅,residential,新式里弄,0,0,1,0,0,"['浴缸', '户外空间', '空调', '独卫']",0,1,0,0,1,1,0,0
448,长租,整栋,,老法租界,,上海市,徐汇区,南昌路272号,徐汇,上海,23000,2,2,2,0,,80,1,住宅,residential,新式里弄,0,0,1,0,0,"['浴缸',    '暖气']",1,0,0,0,0,1,0,0
2860,长租,整栋,,淮海中路,,上海市,黄浦区,南昌路272弄23号,黄浦,上海,4000,1,0,1,0,,12,1,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
936,长租,整栋,,陆家嘴,崂山四村,上海市,浦东区,南泉北路316号,浦东,上海,6500,1,1,1,0,"['随时入住', '欢迎涉外朋友推荐']",37,1,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '空调', '独卫']",0,1,0,0,1,0,0,0
1836,长租,整栋,,陆家嘴,南泉小区,上海市,浦东区,南泉路1200弄11号,浦东,上海,6500,1,1,1,0,"['南泉小区南泉路1200弄11号104户型一房一厅', '45平', '东方路地铁口可以约看', '报价6500电话']",43,1,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3566,长租,整栋,,唐镇,常华小区,上海市,浦东区,卡园二路108弄3号,浦东,上海,1980,1,1,1,0,"['阿拉丁青年社区', '唐镇店', '位于美丽的张江地块', '周边环境优美', '整洁的草坪', '挺拔的树干', '波光粼粼的水面', '那画面', '是一种安宁和一份和祥', '我们以租客居住体验为核心', '精装全配', '拎包入住', '维修服务', '快递柜代收同时', '为了更好的提升对大家的服务', '我们也会根据大家的需求', '做一些服务内容的调整', '所以我们都是为了大家住的更加安心和舒适', '近期的房型选择性较多', '你可以优先拿到自己中意的户型', '期待你的到来']",18,1,住宅,residential,,0,0,0,0,1,,0,0,0,0,0,0,0,0
3412,长租,整栋,,,鸿发家园,上海市,闵行区,古美西路899弄43号,闵行,上海,7000,2,2,1,0,"['小区是新', '小区', '2000年后小区', '有地下车库', '小区内环境优美', '车位随到随停', '车位不紧张', '周边配套齐全', '以南方商城商圈为主', '交通和购物以及餐饮都很方便', '友谊商城', '莲花国际广场', '家乐福', '星巴克都有', '小区门口早市一条街', '买菜和水果都比较便宜实惠', '交通方便', '12号线虹莘路站', '1号线外环路站', '公交', '150', '732']",97,1,住宅,residential,,0,0,0,0,1,['户外空间'],0,0,0,0,1,0,0,0
3361,长租,整栋,,老法租界,金巢铂瑞阁,上海市,徐汇区,合宝路17弄1号,徐汇,上海,13500,1,1,1,0,"['可以短租', '随时入住', '一个月起租', '电话同微信']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',  '空调']",1,1,0,0,0,0,0,0
2887,长租,整栋,,斜土路,上海寓家服务公寓雅安路店,上海市,徐汇区,合宝路18号,徐汇,上海,10500,1,1,1,0,"['目前空置', '随时可以预约', '包含物业宽带保洁']",61,1,住宅,residential,,0,0,0,0,1,"['暖气', '独卫', '户外空间',   '空调', 'WIFI']",1,1,0,1,1,0,0,0
60,长租,整栋,,老法租界,金巢铂瑞阁,上海市,徐汇区,合宝路18号,徐汇,上海,11500,1,1,1,0,"['寓居服务公寓', '上海打浦桥店', '坐落于徐汇区优越地段', '靠近繁华的徐家汇商业广场', '淮海路商业街及徐汇滨江', '信步可至田子坊', '开放式的酒店大堂时尚现代', '宽敞现代的客房', '让你置身于四季如春的大自然怀抱中', '环保的青木组合家俬', '温馨系列客房用品', '雨林花洒淋浴间', '木质地板', '观景窗等', '无不让你倍感归家的温暖', '值得一提的是每间客房都配有可与手机双频的高端LED电视机', '娱乐与沟通变得更加立体与前卫', '更高速的wifi', '让您与世界沟通', '酒店健身房内有先进的健身器材供您休息锻炼放松自己', '作为综合商业街区的一部分', '公寓式酒店与高档住宅', '豪华写字楼及大型购物商场仅咫尺之遥', '公寓式房间套内面积较大并配有起居室和厨房', '储物等空间', '适合商务客人及其家眷中长期租住', '提供酒店式服务', '配备完善家具', '更有免费车位分别位于地下', '让你享受便捷的免费停车服务', '酒店立志于为住客提供温馨舒适的入住空间', '是您出游及参加各种商务活动的上佳选择']",61,1,住宅,residential,,0,0,0,0,1,"['空调', '独卫', 'WIFI']",0,1,0,1,0,0,0,0
1297,长租,整栋,,徐家汇,金巢铂瑞阁,上海市,徐汇区,合宝路18号,徐汇,上海,12000,1,1,1,0,"['包含物业宽带保洁维修', '随时可以预约看房']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',  '空调', '独卫', 'WIFI']",1,1,0,1,0,0,0,0
2812,长租,整栋,,徐家汇,金巢铂瑞阁阁,上海市,徐汇区,合宝路18号,徐汇,上海,12000,1,1,1,0,['豪华一居'],72,1,住宅,residential,,0,0,0,0,1,"['暖气', '户外空间',   '空调', '独卫']",1,1,0,0,1,0,0,0
1612,长租,整栋,,斜土路,金巢铂瑞阁,上海市,徐汇区,合宝路18号,徐汇,上海,12800,1,1,1,0,"['这是由我们', '寓居公寓公司', '直接对外推出的精品酒店式服务公寓', '金巢铂瑞阁', '该公寓楼建成于2014年', '独栋', '有高质量的硬件配备', '优质的物业管理', '且目前正处于最佳使用期', '1', '房间装修考究', '全屋地暖', '家具齐全', '为您配备了冰箱', '洗衣机', '中央空调等各种生活家电', '您可以享受免费上网和网络电视', '同时为您提供床上用品和各种生活用品', '您可以拎包入住', '2', '每月我们免费赠送您4次保洁', '为您更换新的床上用品', '公寓楼内全天安保', '包物业', '公寓内设健身会所', '入住即可免费使用', '地下车库车位充足', '电梯直达方便快捷', '3', '临近12号地铁嘉善路地铁站300米', '步行5分钟', '周边交通四通八达', '方便您的出行', '4', '公寓周边服务设施齐全', '各类餐厅', '休闲咖啡厅', '生活超市琳琅满目', '周边工商银行', '交通银行', '兴业银行', '招商银行等环绕林立', '满足您的金融服务需要', '5', '靠近日月光', '徐家汇', '卢湾体育管', '丰富您的休闲生活']",61,1,住宅,residential,,0,0,0,0,1,"['暖气', '户外空间',   '空调']",1,1,0,0,1,0,1,0
1377,长租,整栋,,徐家汇,金巢铂瑞阁,上海市,徐汇区,合宝路18弄18号,徐汇,上海,11500,1,1,1,0,"['租金包含物业', '宽带', '保洁', '免费健身房', '中央空调带地暖', '随时可以预约看房']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调', '独卫', 'WIFI']",1,1,0,1,0,0,1,0
1296,长租,整栋,,徐家汇,金巢铂瑞阁,上海市,徐汇区,合宝路18弄1号,徐汇,上海,12500,1,1,1,0,"['包含物业宽带保洁健身房', '带地暖', '随时可以预约']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调', '独卫', 'WIFI']",1,1,0,1,0,0,1,0
1909,长租,整栋,,徐家汇,金巢铂瑞阁,上海市,徐汇区,合宝路18弄2号,徐汇,上海,12500,1,1,1,0,"['目前房子空置', '随时可以预约', '超大飘窗', '一个月起租', '电话同微信']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
2885,长租,整栋,,徐家汇,金巢铂瑞阁,上海市,徐汇区,合宝路18弄3号,徐汇,上海,9500,1,1,1,0,"['特惠房', '随时起租', '佣金随租金上浮', '包含物业宽带保洁', '随时可以预约']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
3190,长租,整栋,,斜土路,金巢铂瑞阁,上海市,徐汇区,合宝路19弄1号,徐汇,上海,11000,1,1,1,0,"['目前房子空置', '随时可以预约', '一个月起租', '包含物业宽带保洁', '电话同微信']",68,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
2470,长租,整栋,,肇嘉浜路,金巢铂瑞阁,上海市,徐汇区,合宝路1号,徐汇,上海,11000,1,1,1,0,"['这是由我们', '寓居公寓公司', '直接对外推出的精品酒店式服务公寓', '金巢铂瑞阁', '该公寓楼建成于2014年', '独栋', '有高质量的硬件配备', '优质的物业管理', '且目前正处于最佳使用期', '1', '房间装修考究', '全屋地暖', '家具齐全', '为您配备了冰箱', '洗衣机', '中央空调等各种生活家电', '您可以享受免费上网和网络电视', '同时为您提供床上用品和各种生活用品', '您可以拎包入住', '2', '每月我们免费赠送您4次保洁', '为您更换新的床上用品', '公寓楼内全天安保', '包物业', '公寓内设健身会所', '入住即可免费使用', '地下车库车位充足', '电梯直达方便快捷', '3', '临近12号地铁嘉善路地铁站300米', '步行5分钟', '周边交通四通八达', '方便您的出行', '4', '公寓周边服务设施齐全', '各类餐厅', '休闲咖啡厅', '生活超市琳琅满目', '周边工商银行', '交通银行', '兴业银行', '招商银行等环绕林立', '满足您的金融服务需要', '5', '靠近日月光', '徐家汇', '卢湾体育管', '丰富您的休闲生活']",65,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调', 'WIFI', '独卫']",1,1,0,1,0,0,1,0
2997,长租,整栋,,斜土路,金巢铂瑞阁,上海市,徐汇区,合宝路1弄18号,徐汇,上海,11500,1,1,1,0,"['徐汇区嘉善路地铁房', '距日月光', '田子坊步行10分钟路程', '交通便利', '生活配套完善', '房屋由开发商统一精装', '房内所有配置齐全', '随时可拎包入住', '提供免费健身会所包物业宽带']",63,1,住宅,residential,,0,0,0,0,1,"['暖气', '户外空间',   '空调', '独卫', 'WIFI']",1,1,0,1,1,0,0,0
2880,长租,整栋,,斜土路,金巢铂瑞阁,上海市,徐汇区,合宝路20弄1号,徐汇,上海,10500,1,1,1,0,"['目前房子空置', '随时可以预约', '电话同微信']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
3363,长租,整栋,,肇嘉浜路,金巢铂瑞阁,上海市,徐汇区,合宝路20弄2号,徐汇,上海,12500,1,1,1,0,"['随时入住', '一个月起租', '看房随时', '房租包含物业宽带保洁', '电话同微信']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
3145,长租,整栋,,肇嘉浜路,金巢铂瑞阁,上海市,徐汇区,合宝路20弄3号,徐汇,上海,10500,1,1,1,0,"['目前房子空置', '随时可以预约', '包含物业宽带保洁', '一个月起租', '电话同微信']",61,1,住宅,residential,,0,0,0,0,1,['空调'],0,1,0,0,0,0,0,0
2882,长租,整栋,,斜土路,金巢铂瑞阁,上海市,徐汇区,合宝路21弄3号,徐汇,上海,9500,1,1,1,0,"['目前房子空置', '随时可以预约', '包含物业宽带保洁']",61,1,住宅,residential,,0,0,0,0,1,"['暖气',   '空调']",1,1,0,0,0,0,0,0
